#separator:comma,,,,,,,,,,,,,,
#html:true,,,,,,,,,,,,,,
#deck column:1,,,,,,,,,,,,,,
#tags column:15,,,,,,,,,,,,,,
#columns:Deck,Word,EntryUUID,CardUUID,PartOfSpeech,Grammar,PronunciationIPA,WordAudioURL,DefinitionHTML,Example1HTML,Example2HTML,Example3HTML,Example4HTML,Example5HTML,Tags
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,2baec532-f026-5b0d-9065-23c169ba48dc,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,used before singular nouns when the person or thing is being mentioned for the first time,There was <em>a</em> tree in the field.,<em>A</em> man walked past him.,I heard <em>a</em> shout.,"He bought <em>a</em> house, but this is not the house he bought.",I ordered <em>an</em> apple and some cheese: I ate the apple but not the cheese.,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,0e9ed35d-7ec7-58f2-aa2c-886cbfc65d1b,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,"used like <em>one</em> before number words like <em>hundred, thousand</em>, etc.",<em>a</em> hundred and twenty people,<em>a</em> million dollars,<em>a</em> dozen doughnuts,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,6e2e5d71-d327-5992-94e1-99e721bdb7bd,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,"used like <em>one</em> before number words like <em>third, fortieth</em>, etc.",This is <em>a</em> [=<em>one</em>] third the size of that.,,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,fb146114-1135-5d0e-986a-2f7f97d462fa,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,"used like <em>one</em> before units of weight, measurement, etc.",<em>a</em> pound or two [=one or two pounds],<em>a</em> week or two [=one or two weeks],<em>a</em> foot and <em>a</em> half of water = one and <em>a</em> half feet of water,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,b3e0560d-da43-5202-8b9f-73b0c155bc39,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,one single : even one used in negative constructions,They didn't charge me <em>a</em> penny. [=they didn't charge me anything at all],"""Did she say anything about it?"" ""Not <em>a</em> word.""",,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,e7851ba6-3781-5b73-bd99-4e4236402b9d,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,used before a word or phrase that indicates a type or class of person or thing often used before noncount nouns that are modified by an adjective or phrase,My uncle is <em>a</em> plumber.,Copper is <em>a</em> metal.,She's <em>a</em> very nice lady.,<em>a</em> torrential rain,She has <em>a</em> warmth that puts people at ease.,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,92ebbc79-a3be-5050-bcf9-daa7a8050118,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,used like <em>any</em> to refer in a general way to people or things,<em>A</em> person who is sick can't work well. [=people can't work well if they are sick],,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,5274a2c9-b288-54c6-bc99-90cd379a7365,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,used before a proper noun to indicate limited knowledge about the person or thing being mentioned,<em>A</em> Mr. Smith [=a man named Mr. Smith] called to ask about the job.,"Among the towns of the area there is <em>a</em> Newton, I believe.",,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,009ccd45-479f-5870-a74d-08a22170686d,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,used before a proper noun that is acting as an example or type,the attractions of <em>a</em> Boston or <em>a</em> Cleveland,His friends say he's <em>an</em> Einstein in regard to science.,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,967124f1-ce9e-5f26-adaa-4599dcf9581e,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,used before the name of a day of the week to refer to one occurrence of it,My birthday falls on <em>a</em> Tuesday this year.,,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,d1ccecb7-08d6-5062-a8d6-46d7c58d4cfc,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,used before the name of a person (such as a famous artist) when the name is being used to refer to something (such as a painting) created by that person,The museum recently purchased <em>a</em> Rembrandt. [=a painting by Rembrandt],My violin is <em>a</em> Stradivarius.,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,ec527816-1124-564c-8de5-e9780ef0fc4f,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,used before a family name to show that someone is a member of that family,Did you know that she's <em>a</em> Kennedy?,,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,78dd9f05-6157-51b5-8784-c28db6275040,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,used before a proper noun referring to a person or thing that has a particular quality,<em>A</em> triumphant Ms. Jones greeted her supporters. [=Ms. Jones was triumphant when she greeted her supporters],We were met at the door by <em>an</em> embarrassed Mr. Brown. [=Mr. Brown was embarrassed when he met us at the door],We had <em>a</em> very mild January.,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,d286ba6b-2981-5ec0-b76f-90c0bcc5ac10,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,"used with words like <em>bit</em> and <em>little</em> to form phrases that describe quantity, amount, or degree",She felt <em>a bit</em> tired.,It's getting <em>a little</em> late.,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,a,d7290167-a329-45e3-9e03-13fb39ecc6ac,c2cd26fa-a64a-56f6-8317-07cc076a576f,indefinite article,,ə,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/a0000001.mp3,"used in phrases that describe how often something occurs, how fast something is going, etc.",They meet twice <em>a</em> week. [=twice each week],The car was traveling at a hundred miles <em>an</em> [=<em>per</em>] hour.,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,85e89d04-bbbe-52e9-a747-5bb1f6efa8e8,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,"belonging to, relating to, or connected with (someone or something)",He is a coworker <em>of</em> mine.,I threw out that old shirt <em>of</em> yours.,She's a friend <em>of</em> my mother's.,He had the support <em>of</em> his family to help him.,the plays <em>of</em> William Shakespeare,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,28a9d779-f77a-5172-8798-d29b89aabc31,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,used to indicate that someone or something belongs to a group of people or things,He is one <em>of</em> my friends.,This is page one <em>of</em> two (pages).,Many/Most <em>of</em> the students will be going on the field trip.,The four <em>of</em> us enjoyed ourselves at the party.,members <em>of</em> the team,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,feb005bd-0ae1-5a84-bca0-2134052a5168,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,"living or occurring in (a specified country, city, town, etc.)",the people <em>of</em> Puerto Rico,a fish <em>of</em> the western Atlantic,a plant <em>of</em> the tropics,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,e3b65362-9ed9-589b-9be2-2560befa3020,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,showing (someone or something),a painting <em>of</em> a mother holding her child,a picture <em>of</em> my house,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,d2f313ac-8de2-5601-a280-9bff62edc4ac,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,used to indicate the thing that is being referred to,the country <em>of</em> Ireland,the city <em>of</em> Rome,the month <em>of</em> August,the crime <em>of</em> murder,a good piece <em>of</em> advice,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,2cd54a02-1e70-50b6-8e3c-5d882357be20,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,involving or dealing with (something),a test <em>of</em> basic skills,the Department <em>of</em> Agriculture,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,f64aa7d7-b940-507b-8275-0620f595533e,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,used to indicate what something is made from or includes,a throne <em>of</em> gold = a throne made (out) <em>of</em> gold,a bar <em>of</em> chocolate,a flock <em>of</em> sheep,a herd <em>of</em> cattle,a small group <em>of</em> people,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,7b7ac960-fc8f-5eea-8659-c6a9ed0cf323,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,"used to indicate what an amount, number, etc., refers to",We got a large amount <em>of</em> rain.,A small number <em>of</em> people were at the concert.,a pound <em>of</em> sliced cheese,two acres <em>of</em> land,two lumps <em>of</em> sugar,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,d5f00654-4fc2-53e1-869a-58e81ff433d8,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,used to indicate a quality or characteristic that someone or something has,a man <em>of</em> noble birth,He is <em>of</em> Polish descent.,a boy <em>of</em> 12 (years of age),a woman <em>of</em> [=<em>with</em>] great wealth,She is the girl <em>of</em> his dreams. [=she has all the qualities that he is attracted to],COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,11ffa4ad-55b1-5f70-af0b-116471405fd2,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,used to indicate the location of something,The cabins are north <em>of</em> the lake.,The arrow went wide <em>of</em> the target. [=the arrow missed the target],The dart landed to the left/right <em>of</em> the bull's-eye.,The shark passed within five feet <em>of</em> me.,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,8bce6b38-0374-5841-8a2e-aad91911f226,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,used to indicate the subject of an action,the arrival <em>of</em> guests,the departure <em>of</em> the ship,the landing <em>of</em> the airplane,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,df33d050-a952-504a-9446-4840e2b4d412,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,used to indicate the object of an action,the evaluation <em>of</em> students,the destruction <em>of</em> property,The police conducted an investigation <em>of</em> the crime.,She asked a favor <em>of</em> [=<em>from</em>] me.,Can you think <em>of</em> his name?,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,5f26ef99-dac7-5a81-8b8b-a76a3e412969,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,used to indicate the cause of a specified feeling or opinion,He has a love <em>of</em> [=<em>for</em>] nature.,He has a fear <em>of</em> spiders.,I'm so proud <em>of</em> you. = I'm so proud <em>of</em> what you have done.,She is fond <em>of</em> chocolate.,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,378e1dc2-738d-558c-96cc-25abbe412bcf,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,used to indicate the reason for something,He died <em>of</em> [=<em>from</em>] pneumonia.,They left <em>of</em> their own free will.,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,0ddf0234-3cc1-5940-9439-a0dcc935daf1,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,"used to indicate what has been taken away, removed, or given away",She was robbed <em>of</em> her fortune.,The con man cheated him (out) <em>of</em> his money.,He was stripped <em>of</em> all his titles.,The cats helped rid the barn <em>of</em> rats.,He gave generously <em>of</em> his time. [=he gave his time generously],COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,19f3208a-baaa-5af3-a0a6-0da98ac0ebeb,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,used to indicate that someone has behaved in a specified way,It was very kind/nice <em>of</em> you to say that. [=you were very kind/nice to say that],,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,f5889bc9-85bb-578e-9cc7-0398a4934dda,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,used to indicate that there is a specified amount of time left before the next hour begins,"It's a quarter <em>of</em> [=<em>to, before</em>] ten. [=9:45]",10 (minutes) <em>of</em> 10 [=9:50],,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,of,f08822ba-0964-4677-b676-03490fe272af,814c2f62-b4ba-53a3-88b3-122ce53c97ce,preposition,,ˈʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/o/of000001.mp3,used to indicate the time when something happens or happened,You can often see him walking in the park <em>of</em> an afternoon.,He died <em>of</em> [=<em>on</em>] a Monday.,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,to,0fccca4e-d6af-45d9-ac77-f17e7799ca17,17c60266-97e3-5ede-a24f-ce84f1877172,preposition,,ˈtuː,https://media.merriam-webster.com/audio/prons/en/us/mp3/t/to000001.mp3,used to indicate that the following verb is in the infinitive form often used by itself in place of an infinitive verb when the verb is understood,I like <em>to</em> swim.,"""<em>To</em> be, or not <em>to</em> be—that is the question…""",That's a tough question <em>to</em> answer.,I have an appointment <em>to</em> keep.,The soup is too hot <em>to</em> eat.,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,to,0fccca4e-d6af-45d9-ac77-f17e7799ca17,db9d4a1a-4293-5658-8b63-7fa23821b312,preposition,,ˈtuː,https://media.merriam-webster.com/audio/prons/en/us/mp3/t/to000001.mp3,"used to indicate the place, person, or thing that someone or something moves toward",We are flying <em>to</em> London tomorrow.,They climbed <em>to</em> the top of the mountain.,I sent the e-mail <em>to</em> the wrong address.,He was sent <em>to</em> the principal.,The little girl ran <em>to</em> her mother.,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,to,0fccca4e-d6af-45d9-ac77-f17e7799ca17,c93abb45-4480-56e1-bf62-abb46460de27,preposition,,ˈtuː,https://media.merriam-webster.com/audio/prons/en/us/mp3/t/to000001.mp3,used to indicate the place where someone participates in a particular activity,Where do you go <em>to</em> school?,She wore her new red dress <em>to</em> the party.,We went <em>to</em> lunch together.,This is the child's first visit <em>to</em> the dentist.,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,to,0fccca4e-d6af-45d9-ac77-f17e7799ca17,fe8f4a0a-1da4-5760-81b1-a84446938bae,preposition,,ˈtuː,https://media.merriam-webster.com/audio/prons/en/us/mp3/t/to000001.mp3,used to indicate the direction of something,There is a lake a mile <em>to</em> the south of here.,She had her back <em>to</em> me. [=her back was facing me],,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
